user_id,sex,number_dependents_median,total_loan,more_90_days_overdue,number_times_delayed_payment_loan_30_59_days,number_times_delayed_payment_loan_60_89_days,using_lines_not_secured_personal_assets,debt_ratio,default_flag,clean_loan_type_Other,clean_loan_type_Real Estate,clean_loan_type_null,age_21-41 anos,age_41-52 anos,age_52-63 anos,age_63-109 anos,salary_0-3900,salary_3900-5400,salary_5400-7416,salary_7416-1560100,sex_F,sex_M,age_quartile,salary_quartile,pontuacao,score
12542,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
25661,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,6,0
12589,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
25244,F,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
11279,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
5323,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
23390,F,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
33591,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
29278,F,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
4955,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
9518,F,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
35069,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
13935,M,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
23007,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
22169,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
8394,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
6359,F,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,10,1
21362,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,10,1
12253,F,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
3833,F,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
24667,M,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,8,0
22882,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,9,1
8445,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
30272,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,9,1
6943,M,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,10,1
33497,M,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
20491,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
10906,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
13031,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
31819,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
15513,F,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,9,1
24420,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
29333,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,21-41 anos,5400-7416,6,0
18086,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
6748,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,10,1
793,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
7192,M,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,8,0
5651,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
17166,F,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
25816,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
20647,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,21-41 anos,7416-1560100,9,1
15628,M,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
32941,F,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
12021,F,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,10,1
17857,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
16129,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
16493,F,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
5096,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
27586,F,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
9443,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
35980,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
21211,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
12628,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
7874,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
36000,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
20144,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,6,0
26641,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
35897,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,10,1
3354,M,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
31743,M,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,8,0
5262,M,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,8,0
17119,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
9882,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
32745,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
14178,F,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,6,0
26500,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
5403,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
6115,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
25920,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
3146,F,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,9,1
5446,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
35411,M,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
25261,F,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
31073,F,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
9803,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
23020,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,10,1
28069,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
27069,M,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
20449,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
17717,M,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,9,1
21835,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
5927,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
18593,F,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,9,1
21961,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
28429,M,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,21-41 anos,5400-7416,6,0
5293,F,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,10,1
25845,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
19976,F,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
10883,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
33168,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
35172,M,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,10,1
30829,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
27542,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
21016,F,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,8,0
26003,M,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
28990,F,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
430,F,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,6,0
15377,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
15201,F,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,9,1
13719,F,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,8,0
32880,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
13537,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,21-41 anos,7416-1560100,5,0
29077,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
4195,M,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,8,0
12192,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
21442,M,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
8058,F,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
14674,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
24161,F,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
34367,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
34642,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
20131,M,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,8,0
16913,F,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,8,0
32277,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
23092,M,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,8,0
2322,M,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
24046,F,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,9,1
29931,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,21-41 anos,5400-7416,5,0
15957,M,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,21-41 anos,5400-7416,9,1
19634,M,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,11,1
22312,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
19007,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
6319,F,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
27702,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
11120,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
28233,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
4014,M,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,10,1
8840,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,10,1
29396,F,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,9,1
3368,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
10039,F,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
22762,M,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
12039,F,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,8,0
29111,M,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
31037,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
21644,F,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
33470,F,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
30818,F,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,10,1
32628,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
1712,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
33750,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
23614,M,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
15015,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
29732,M,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,21-41 anos,7416-1560100,8,0
21186,F,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,6,0
28083,M,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
29046,F,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
12927,M,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,8,0
8618,F,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,8,0
7063,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
21877,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
1161,F,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,11,1
16385,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
6787,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,10,1
32229,M,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
26727,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,6,0
25341,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,5,0
18496,F,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,7,0
4207,M,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
19110,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
23732,M,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,7,0
32706,F,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
7679,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
6221,F,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,7,0
297,M,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,9,1
25650,F,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,5,0
8696,F,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,21-41 anos,0-3900,6,0
35642,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,5,0
4256,F,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
12769,M,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,7,0
120,M,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,9,1
22641,F,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,21-41 anos,3900-5400,10,1
27163,M,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,10,1
14422,M,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
32600,M,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,9,1
7657,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
15142,M,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,21-41 anos,0-3900,5,0
3392,M,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,21-41 anos,3900-5400,6,0
